bag_time_unix_s,candidate_id,condition_id,extent_m,frame_index,intensity_mean,lidar_rank,point_count,radial_velocity_mean_mps,voxel_count,voxel_persistence_fraction,x_m,y_m,z_m
1770273523.327191,300m_roundtrip_10_e0001,300m_roundtrip_10,1.16421360218409,33,40.2,1,5.0,-0.03200000002980232,2.0,0.0425531914893617,265.2951293945313,-80.66988067626953,-24.411951065063477
1770273524.3198223,300m_roundtrip_10_e0001,300m_roundtrip_10,0.0,34,48.0,1,3.0,-0.7133333285649618,1.0,0.05106382978723404,265.3587137858073,-81.00835418701172,-24.598084767659504
1770273525.3388886,300m_roundtrip_10_e0001,300m_roundtrip_10,2.77543323528473,35,28.46153846153846,1,39.0,-2.9871794871794872,6.0,0.010692853246044737,266.26675806290064,-80.24178490271935,-24.605089236528446
1770273526.3411467,300m_roundtrip_10_e0001,300m_roundtrip_10,2.0342316869183836,36,21.71875,1,32.0,-5.44562491774559,5.0,0.007446808510638298,268.319899559021,-80.16031193733215,-24.81696331501007
1770273527.3271942,300m_roundtrip_10_e0001,300m_roundtrip_10,4.512778652918898,37,23.06,1,50.0,-5.782199954986572,10.0,0.010382978723404254,271.95313354492185,-79.80890274047852,-25.151829719543457
1770273529.3314426,300m_roundtrip_10_e0001,300m_roundtrip_10,0.0,39,21.125,1,16.0,-9.513749897480011,1.0,0.00425531914893617,282.64738845825195,-79.89332723617554,-26.278462648391724
1770273530.3326888,300m_roundtrip_10_e0001,300m_roundtrip_10,0.0,40,21.333333333333332,1,9.0,-10.307777934604221,1.0,0.01702127659574468,287.76164076063367,-80.27466413709853,-26.768340640597874
1770273531.3286152,300m_roundtrip_10_e0001,300m_roundtrip_10,0.0,41,36.0,1,4.0,-10.922499895095825,1.0,0.00425531914893617,293.09405517578125,-80.51901817321777,-27.366170406341553
1770273533.3306744,300m_roundtrip_10_e0001,300m_roundtrip_10,0.7382041611334942,43,43.93650793650794,1,63.0,-14.406190448337131,2.0,0.01276595744680851,301.60540383959574,-83.17974429660373,-28.11595544360933
1770273527.3271942,300m_roundtrip_10_e0002,300m_roundtrip_10,0.4584099572750035,37,45.457142857142856,2,70.0,0.5888571446495396,3.0,0.014772036474164134,72.8218121119908,4.266079909460885,-0.04048897163676364
1770273528.3278723,300m_roundtrip_10_e0002,300m_roundtrip_10,0.4200771359366796,38,45.83783783783784,2,74.0,0.12108108164692247,4.0,0.01541115583668775,72.68995367514121,4.280666080681053,-0.04853439954033977
1770273529.3314426,300m_roundtrip_10_e0002,300m_roundtrip_10,1.1728557462960856,39,42.333333333333336,2,78.0,-4.082692314416934,3.0,0.012820512820512818,73.37034381964268,4.280928000425681,-0.1044145530412117
1770273530.3326888,300m_roundtrip_10_e0002,300m_roundtrip_10,2.2113888906738204,40,44.62337662337662,2,77.0,-10.964545466683127,6.0,0.00425531914893617,77.42272354720475,4.119748651207267,-0.38091982533405355
1770273531.3286152,300m_roundtrip_10_e0002,300m_roundtrip_10,0.5566967567526963,41,40.48148148148148,2,54.0,-16.312036991119385,3.0,0.00425531914893617,84.07812104401765,3.8804105520248413,-0.8406875630219778
