bag_time_unix_s,candidate_id,condition_id,extent_m,frame_index,intensity_mean,lidar_rank,point_count,radial_velocity_mean_mps,voxel_count,voxel_persistence_fraction,x_m,y_m,z_m
1770273649.314517,300m_roundtrip_10_e0018,300m_roundtrip_10,1.1671259475430862,161,16.0,18,3.0,-0.1433333307504654,2.0,0.07943262411347518,325.25742594401044,67.93542734781902,-29.909846623738606
1770273650.3372593,300m_roundtrip_10_e0018,300m_roundtrip_10,0.0,162,16.0,18,1.0,-0.07999999821186066,1.0,0.19574468085106383,328.49005126953125,70.07634735107422,-30.571687698364258
1770273651.3393295,300m_roundtrip_10_e0018,300m_roundtrip_10,0.0,163,17.8,18,5.0,-0.1459999993443489,1.0,0.00425531914893617,327.79368286132814,69.02050323486328,-29.819290924072266
1770273652.3309116,300m_roundtrip_10_e0018,300m_roundtrip_10,1.6423876907369153,164,15.25,18,4.0,-0.1350000025704503,2.0,0.09574468085106383,328.5879211425781,63.10895538330078,-30.622254371643066
1770273653.341594,300m_roundtrip_10_e0018,300m_roundtrip_10,3.2424813805558714,165,19.3,18,10.0,-0.05800000037997961,3.0,0.08510638297872339,325.913623046875,60.069418334960936,-29.938881874084473
1770273715.3375652,300m_roundtrip_10_e0019,300m_roundtrip_10,0.0,227,21.0,19,7.0,-0.027142857068351338,1.0,0.11063829787234043,326.2511901855469,55.2716554914202,-30.62660026550293
1770273716.345833,300m_roundtrip_10_e0019,300m_roundtrip_10,2.143894639562089,228,14.0,19,2.0,0.004999999888241291,2.0,0.14042553191489363,325.89703369140625,60.81252479553223,-29.343876838684082
1770273717.3374991,300m_roundtrip_10_e0019,300m_roundtrip_10,2.842132517191964,229,18.333333333333332,19,3.0,0.28000000181297463,3.0,0.09078014184397164,325.83689371744794,61.09924570719401,-27.829013188680012
1770273718.3299446,300m_roundtrip_10_e0019,300m_roundtrip_10,3.227168029712906,230,20.666666666666668,19,3.0,1.3066666622956593,3.0,0.16453900709219857,325.79689534505206,61.77529652913412,-29.65361976623535
1770273719.3369176,300m_roundtrip_10_e0019,300m_roundtrip_10,3.933523571894473,231,21.41176470588235,19,17.0,-0.18823529188247287,5.0,0.06107634543178973,324.0258555692785,60.41812672334559,-30.11656951904297
1770273720.3286169,300m_roundtrip_10_e0019,300m_roundtrip_10,2.134756394815833,232,17.5,19,2.0,1.4599999636411667,2.0,0.11914893617021276,322.8251647949219,59.790035247802734,-29.27946186065674
1770273721.3323426,300m_roundtrip_10_e0019,300m_roundtrip_10,1.127151849827972,233,17.333333333333332,19,3.0,-0.06666666890184085,2.0,0.10070921985815602,319.4700520833333,56.08339182535807,-30.033018747965496
1770273708.3207467,300m_roundtrip_10_e0020,300m_roundtrip_10,3.129013647816209,220,15.0,20,5.0,0.3319999951869249,3.0,0.03234042553191489,367.53575439453124,-75.08859252929688,-33.9740592956543
1770273709.3116922,300m_roundtrip_10_e0020,300m_roundtrip_10,0.0,221,15.0,20,1.0,0.0,1.0,0.05531914893617021,367.9569396972656,-74.82840728759766,-33.947872161865234
