frame,source_frame,header_time,bag_time,x,y,z,range,radial_velocity,intensity,label_status
9,16,1649364329.999841,1773980383.5099049,296.8932189941406,39.80236053466797,18.978986740112305,300.1499938964844,3.490000009536743,23.0,trajectory-guided pseudo ground truth
9,16,1649364329.999841,1773980383.5099049,296.88336181640625,39.8010368347168,18.978357315063477,300.1400146484375,3.450000047683716,29.0,trajectory-guided pseudo ground truth
9,16,1649364329.999841,1773980383.5099049,296.8932189941406,39.80236053466797,18.978986740112305,300.1499938964844,3.4000000953674316,25.0,trajectory-guided pseudo ground truth
9,16,1649364329.999841,1773980383.5099049,296.8894348144531,39.80236053466797,19.038366317749023,300.1499938964844,3.4000000953674316,24.0,trajectory-guided pseudo ground truth
9,16,1649364329.999841,1773980383.5099049,296.8894348144531,39.80236053466797,19.038366317749023,300.1499938964844,3.4000000953674316,22.0,trajectory-guided pseudo ground truth
12,19,1649364333.999885,1773980394.3774424,294.0996398925781,1.5918580293655396,20.10010528564453,294.7900085449219,2.759999990463257,16.0,trajectory-guided pseudo ground truth
12,19,1649364333.999885,1773980394.3774424,294.10552978515625,1.5919119119644165,20.15960693359375,294.7999572753906,2.740000009536743,21.0,trajectory-guided pseudo ground truth
12,19,1649364333.999885,1773980394.3774424,294.00604248046875,1.1198190450668335,20.034637451171875,294.69000244140625,2.2200000286102295,28.0,trajectory-guided pseudo ground truth
12,19,1649364333.999885,1773980394.3774424,294.0679016113281,1.1200469732284546,20.009309768676758,294.75,2.4100000858306885,26.0,trajectory-guided pseudo ground truth
12,19,1649364333.999885,1773980394.3774424,294.1117858886719,1.1201989650726318,19.953201293945312,294.78997802734375,2.309999942779541,20.0,trajectory-guided pseudo ground truth
14,21,1649364335.999908,1773980401.5887835,291.7586364746094,-19.979379653930664,20.790334701538086,293.17999267578125,0.4000000059604645,18.0,trajectory-guided pseudo ground truth
14,21,1649364335.999908,1773980401.5887835,291.79071044921875,-20.216129302978516,20.675315856933594,293.22003173828125,0.33000001311302185,30.0,trajectory-guided pseudo ground truth
14,21,1649364335.999908,1773980401.5887835,291.79071044921875,-20.216129302978516,20.675315856933594,293.22003173828125,0.33000001311302185,32.0,trajectory-guided pseudo ground truth
14,21,1649364335.999908,1773980401.5887835,291.83465576171875,-20.218887329101562,20.61977195739746,293.2600402832031,0.41999998688697815,25.0,trajectory-guided pseudo ground truth
15,22,1649364336.999924,1773980405.2237008,290.73583984375,-30.484743118286133,21.09736442565918,293.0899963378906,-0.1899999976158142,33.0,trajectory-guided pseudo ground truth
15,22,1649364336.999924,1773980405.2237008,290.7598876953125,-30.4868221282959,21.0406551361084,293.1099853515625,-0.11999999731779099,25.0,trajectory-guided pseudo ground truth
16,23,1649364337.99993,1773980408.8328433,289.5305480957031,-40.824153900146484,21.446533203125,293.17999267578125,-0.550000011920929,20.0,trajectory-guided pseudo ground truth
16,23,1649364337.99993,1773980408.8328433,289.5786437988281,-40.82972717285156,21.33363151550293,293.2200012207031,-0.6700000166893005,22.0,trajectory-guided pseudo ground truth
16,23,1649364337.99993,1773980408.8328433,289.6232604980469,-40.778602600097656,21.511646270751953,293.2699890136719,-0.2199999988079071,28.0,trajectory-guided pseudo ground truth
18,25,1649364339.999952,1773980416.3420234,288.387451171875,-53.912803649902344,21.767860412597656,294.19000244140625,-0.11999999731779099,35.0,trajectory-guided pseudo ground truth
18,25,1649364339.999952,1773980416.3420234,288.3918151855469,-53.912803649902344,21.71018409729004,294.19000244140625,-0.11999999731779099,27.0,trajectory-guided pseudo ground truth
18,25,1649364339.999952,1773980416.3420234,288.425537109375,-53.91830062866211,21.654712677001953,294.219970703125,-0.05000000074505806,18.0,trajectory-guided pseudo ground truth
18,25,1649364339.999952,1773980416.3420234,288.4592590332031,-53.923797607421875,21.599227905273438,294.2499694824219,-0.15000000596046448,17.0,trajectory-guided pseudo ground truth
18,25,1649364339.999952,1773980416.3420234,288.42718505859375,-53.7103385925293,21.741853713989258,294.19000244140625,-0.05000000074505806,16.0,trajectory-guided pseudo ground truth
18,25,1649364339.999952,1773980416.3420234,288.4315185546875,-53.7103385925293,21.684165954589844,294.1899719238281,-0.05000000074505806,20.0,trajectory-guided pseudo ground truth
18,25,1649364339.999952,1773980416.3420234,288.48486328125,-53.71946334838867,21.630155563354492,294.2399597167969,-0.1899999976158142,25.0,trajectory-guided pseudo ground truth
18,25,1649364339.999952,1773980416.3420234,288.4892272949219,-53.71946334838867,21.572460174560547,294.239990234375,-0.17000000178813934,19.0,trajectory-guided pseudo ground truth
19,26,1649364340.999972,1773980419.9794369,288.51287841796875,-53.336090087890625,21.661270141601562,294.1999816894531,0.33000001311302185,19.0,trajectory-guided pseudo ground truth
19,26,1649364340.999972,1773980419.9794369,288.5564270019531,-53.34333801269531,21.606504440307617,294.239990234375,0.20999999344348907,14.0,trajectory-guided pseudo ground truth
19,26,1649364340.999972,1773980419.9794369,288.4332580566406,-53.31977081298828,21.539270401000977,294.1099853515625,-0.17000000178813934,14.0,trajectory-guided pseudo ground truth
19,26,1649364340.999972,1773980419.9794369,288.4332580566406,-53.31977081298828,21.539270401000977,294.1099853515625,-0.17000000178813934,13.0,trajectory-guided pseudo ground truth
19,26,1649364340.999972,1773980419.9794369,288.2843322753906,-53.354026794433594,21.6731014251709,293.97998046875,0.1599999964237213,20.0,trajectory-guided pseudo ground truth
19,26,1649364340.999972,1773980419.9794369,288.46392822265625,-53.11729431152344,21.628585815429688,294.1099853515625,0.09000000357627869,10.0,trajectory-guided pseudo ground truth
19,26,1649364340.999972,1773980419.9794369,288.52716064453125,-53.128135681152344,21.57529640197754,294.1700439453125,0.0,13.0,trajectory-guided pseudo ground truth
20,27,1649364341.999973,1773980423.627639,288.26025390625,-53.31967544555664,21.671289443969727,293.95001220703125,-0.029999999329447746,19.0,trajectory-guided pseudo ground truth
20,27,1649364341.999973,1773980423.627639,288.28131103515625,-53.41365432739258,21.701866149902344,293.989990234375,0.23000000417232513,21.0,trajectory-guided pseudo ground truth
22,29,1649364344.999844,1773980430.8846738,289.4035949707031,-42.49571228027344,21.553529739379883,293.29998779296875,0.7799999713897705,32.0,trajectory-guided pseudo ground truth
22,29,1649364344.999844,1773980430.8846738,289.4572448730469,-42.502960205078125,21.499313354492188,293.3500061035156,0.6299999952316284,34.0,trajectory-guided pseudo ground truth
22,29,1649364344.999844,1773980430.8846738,289.4615173339844,-42.502960205078125,21.441421508789062,293.3499755859375,0.6299999952316284,24.0,trajectory-guided pseudo ground truth
22,29,1649364344.999844,1773980430.8846738,289.41217041015625,-42.49571228027344,21.437767028808594,293.2999572753906,0.7799999713897705,18.0,trajectory-guided pseudo ground truth
22,29,1649364344.999844,1773980430.8846738,289.51513671875,-42.51020431518555,21.387174606323242,293.39996337890625,1.0800000429153442,20.0,trajectory-guided pseudo ground truth
24,31,1649364346.999866,1773980438.175528,290.53143310546875,-31.554468154907227,21.22856903076172,293.0099792480469,0.019999999552965164,20.0,trajectory-guided pseudo ground truth
24,31,1649364346.999866,1773980438.175528,290.5392150878906,-31.5555419921875,21.25834846496582,293.0199890136719,0.0,16.0,trajectory-guided pseudo ground truth
25,32,1649364347.999876,1773980441.7061865,291.8699951171875,-19.928356170654297,20.827606201171875,293.2900085449219,-0.8600000143051147,25.0,trajectory-guided pseudo ground truth
25,32,1649364347.999876,1773980441.7061865,291.8260192871094,-19.925636291503906,20.883129119873047,293.25,-0.7400000095367432,40.0,trajectory-guided pseudo ground truth
25,32,1649364347.999876,1773980441.7061865,291.8061218261719,-19.924278259277344,20.8817081451416,293.2300109863281,-0.7900000214576721,40.0,trajectory-guided pseudo ground truth
26,33,1649364348.999888,1773980445.3333669,293.038330078125,-6.111016273498535,20.528121948242188,293.8200378417969,-1.2799999713897705,32.0,trajectory-guided pseudo ground truth
26,33,1649364348.999888,1773980445.3333669,293.0262756347656,-6.1108078956604,20.556726455688477,293.80999755859375,-1.309999942779541,19.0,trajectory-guided pseudo ground truth
26,33,1649364348.999888,1773980445.3333669,292.97735595703125,-5.874608516693115,20.464969635009766,293.75,-1.6100000143051147,20.0,trajectory-guided pseudo ground truth
26,33,1649364348.999888,1773980445.3333669,292.9612121582031,-5.786107540130615,20.434402465820312,293.7300109863281,-1.3300000429153442,26.0,trajectory-guided pseudo ground truth
26,33,1649364348.999888,1773980445.3333669,293.0849609375,-5.788471221923828,20.38413429260254,293.8499755859375,-1.659999966621399,26.0,trajectory-guided pseudo ground truth
27,34,1649364349.999898,1773980448.9732819,294.14410400390625,7.667315483093262,20.103147506713867,294.9299621582031,-2.799999952316284,17.0,trajectory-guided pseudo ground truth
27,34,1649364349.999898,1773980448.9732819,294.130126953125,7.667056083679199,20.161291122436523,294.91998291015625,-2.8399999141693115,21.0,trajectory-guided pseudo ground truth
27,34,1649364349.999898,1773980448.9732819,294.1061096191406,7.666535377502441,20.218746185302734,294.8999328613281,-2.799999952316284,30.0,trajectory-guided pseudo ground truth
27,34,1649364349.999898,1773980448.9732819,294.1618957519531,7.668095111846924,20.281692504882812,294.9599304199219,-2.630000114440918,30.0,trajectory-guided pseudo ground truth
28,35,1649364350.999909,1773980452.6384976,295.4560241699219,22.250377655029297,19.74759864807129,296.95001220703125,-4.260000228881836,21.0,trajectory-guided pseudo ground truth
28,35,1649364350.999909,1773980452.6384976,295.44207763671875,22.2496280670166,19.806018829345703,296.9399719238281,-4.289999961853027,22.0,trajectory-guided pseudo ground truth
28,35,1649364350.999909,1773980452.6384976,295.4122314453125,22.247379302978516,19.804018020629883,296.90997314453125,-4.190000057220459,16.0,trajectory-guided pseudo ground truth
28,35,1649364350.999909,1773980452.6384976,295.3982849121094,22.24662971496582,19.8624324798584,296.8999328613281,-4.210000038146973,29.0,trajectory-guided pseudo ground truth
28,35,1649364350.999909,1773980452.6384976,295.37445068359375,22.245132446289062,19.9201717376709,296.8799743652344,-4.139999866485596,37.0,trajectory-guided pseudo ground truth
28,35,1649364350.999909,1773980452.6384976,295.37445068359375,22.245132446289062,19.9201717376709,296.8799743652344,-4.139999866485596,29.0,trajectory-guided pseudo ground truth
28,35,1649364350.999909,1773980452.6384976,295.35699462890625,22.868318557739258,19.770647048950195,296.89996337890625,-4.239999771118164,18.0,trajectory-guided pseudo ground truth
28,35,1649364350.999909,1773980452.6384976,295.41070556640625,22.87217140197754,19.714895248413086,296.9499816894531,-4.400000095367432,19.0,trajectory-guided pseudo ground truth
29,36,1649364351.999921,1773980456.4806776,296.654296875,35.54575729370117,19.47014045715332,299.4100036621094,-5.46999979019165,25.0,trajectory-guided pseudo ground truth
29,36,1649364351.999921,1773980456.4806776,296.6504211425781,35.54575729370117,19.52947425842285,299.4100341796875,-5.46999979019165,27.0,trajectory-guided pseudo ground truth
29,36,1649364351.999921,1773980456.4806776,296.600830078125,35.539817810058594,19.526208877563477,299.3599853515625,-5.329999923706055,32.0,trajectory-guided pseudo ground truth
29,36,1649364351.999921,1773980456.4806776,296.5870361328125,35.53863525390625,19.584875106811523,299.3500061035156,-5.369999885559082,43.0,trajectory-guided pseudo ground truth
29,36,1649364351.999921,1773980456.4806776,296.5771179199219,35.537445068359375,19.584218978881836,299.3399963378906,-5.349999904632568,40.0,trajectory-guided pseudo ground truth
30,37,1649364352.999932,1773980460.2325342,297.91802978515625,48.97490310668945,19.2539005279541,302.5299987792969,-6.079999923706055,26.0,trajectory-guided pseudo ground truth
30,37,1649364352.999932,1773980460.2325342,298.0006103515625,48.98785400390625,19.199392318725586,302.6099853515625,-5.869999885559082,26.0,trajectory-guided pseudo ground truth
31,38,1649364354.999953,1773980463.6997921,299.33349609375,65.24494171142578,18.834444046020508,306.9400329589844,-3.0799999237060547,23.0,trajectory-guided pseudo ground truth
31,38,1649364354.999953,1773980463.6997921,299.33349609375,65.24494171142578,18.834444046020508,306.9400329589844,-3.0799999237060547,30.0,trajectory-guided pseudo ground truth
31,38,1649364354.999953,1773980463.6997921,299.3432312011719,65.2470703125,18.835058212280273,306.95001220703125,-3.059999942779541,33.0,trajectory-guided pseudo ground truth
31,38,1649364354.999953,1773980463.6997921,299.3394470214844,65.2470703125,18.89492416381836,306.9499816894531,-3.059999942779541,30.0,trajectory-guided pseudo ground truth
31,38,1649364354.999953,1773980463.6997921,299.35516357421875,65.2513198852539,18.956026077270508,306.9700012207031,-3.0299999713897705,29.0,trajectory-guided pseudo ground truth
31,38,1649364354.999953,1773980463.6997921,299.4001159667969,65.2619400024414,19.01899528503418,307.0199890136719,-3.1700000762939453,28.0,trajectory-guided pseudo ground truth
31,38,1649364354.999953,1773980463.6997921,299.4098815917969,65.26406860351562,19.01961326599121,307.0299987792969,-3.1500000953674316,20.0,trajectory-guided pseudo ground truth
37,44,1649364360.999866,1773980485.7824383,299.1098937988281,63.00193405151367,18.790346145629883,306.2499694824219,3.569999933242798,14.0,trajectory-guided pseudo ground truth
37,44,1649364360.999866,1773980485.7824383,299.2406311035156,63.02867889404297,18.738473892211914,306.3799743652344,3.190000057220459,16.0,trajectory-guided pseudo ground truth
37,44,1649364360.999866,1773980485.7824383,299.3515930175781,62.769046783447266,18.65526580810547,306.42999267578125,3.4000000953674316,18.0,trajectory-guided pseudo ground truth
37,44,1649364360.999866,1773980485.7824383,299.3497009277344,62.769046783447266,18.68520164489746,306.42999267578125,3.4000000953674316,21.0,trajectory-guided pseudo ground truth
39,46,1649364362.999883,1773980493.175867,298.1337585449219,47.87313461303711,18.9984188079834,302.5500183105469,4.039999961853027,22.0,trajectory-guided pseudo ground truth
39,46,1649364362.999883,1773980493.175867,298.1671142578125,47.87788391113281,18.9406681060791,302.58001708984375,4.130000114440918,24.0,trajectory-guided pseudo ground truth
39,46,1649364362.999883,1773980493.175867,298.18072509765625,47.87946701049805,18.88165855407715,302.5899963378906,4.110000133514404,26.0,trajectory-guided pseudo ground truth
39,46,1649364362.999883,1773980493.175867,297.9858703613281,47.695369720458984,18.89923667907715,302.3699951171875,4.110000133514404,11.0,trajectory-guided pseudo ground truth
39,46,1649364362.999883,1773980493.175867,297.97222900390625,47.693790435791016,18.958206176757812,302.3599853515625,4.090000152587891,21.0,trajectory-guided pseudo ground truth
39,46,1649364362.999883,1773980493.175867,297.96240234375,47.69221496582031,18.957582473754883,302.3500061035156,4.110000133514404,22.0,trajectory-guided pseudo ground truth
39,46,1649364362.999883,1773980493.175867,297.9925537109375,47.359066009521484,18.839824676513672,302.32000732421875,4.349999904632568,24.0,trajectory-guided pseudo ground truth
39,46,1649364362.999883,1773980493.175867,297.9826965332031,47.35749816894531,18.83919906616211,302.30999755859375,4.320000171661377,22.0,trajectory-guided pseudo ground truth
39,46,1649364362.999883,1773980493.175867,297.959228515625,47.354366302490234,18.897544860839844,302.2900085449219,4.28000020980835,22.0,trajectory-guided pseudo ground truth
39,46,1649364362.999883,1773980493.175867,297.96527099609375,47.35593032836914,18.957763671875,302.29998779296875,4.300000190734863,16.0,trajectory-guided pseudo ground truth
39,46,1649364362.999883,1773980493.175867,298.0304870605469,47.36689758300781,19.021760940551758,302.3700256347656,4.159999847412109,25.0,trajectory-guided pseudo ground truth
39,46,1649364362.999883,1773980493.175867,298.0206298828125,47.36532974243164,19.021133422851562,302.3600158691406,4.130000114440918,19.0,trajectory-guided pseudo ground truth
41,48,1649364365.999916,1773980500.3228717,295.255615234375,18.370603561401367,19.823179244995117,296.489990234375,3.799999952316284,24.0,trajectory-guided pseudo ground truth
41,48,1649364365.999916,1773980500.3228717,295.3011169433594,17.987106323242188,19.79656982421875,296.510009765625,3.7799999713897705,23.0,trajectory-guided pseudo ground truth
41,48,1649364365.999916,1773980500.3228717,295.25128173828125,17.984073638916016,19.793230056762695,296.4599609375,3.9200000762939453,22.0,trajectory-guided pseudo ground truth
41,48,1649364365.999916,1773980500.3228717,295.2373962402344,17.98346710205078,19.851612091064453,296.45001220703125,3.869999885559082,21.0,trajectory-guided pseudo ground truth
41,48,1649364365.999916,1773980500.3228717,295.297119140625,17.987106323242188,19.855628967285156,296.5099792480469,3.680000066757202,20.0,trajectory-guided pseudo ground truth
42,49,1649364366.999927,1773980504.0715985,294.1182861328125,8.669986724853516,20.21958351135254,294.93994140625,2.640000104904175,14.0,trajectory-guided pseudo ground truth
42,49,1649364366.999927,1773980504.0715985,294.1024475097656,8.66939926147461,20.159395217895508,294.9200134277344,2.7100000381469727,17.0,trajectory-guided pseudo ground truth
42,49,1649364366.999927,1773980504.0715985,294.19622802734375,8.67204475402832,20.106708526611328,295.010009765625,2.9700000286102295,20.0,trajectory-guided pseudo ground truth
42,49,1649364366.999927,1773980504.0715985,294.0841979980469,8.403227806091309,20.09905242919922,294.8899841308594,2.9000000953674316,28.0,trajectory-guided pseudo ground truth
42,49,1649364366.999927,1773980504.0715985,294.1181640625,8.404082298278809,20.042274475097656,294.9200134277344,2.8299999237060547,32.0,trajectory-guided pseudo ground truth
42,49,1649364366.999927,1773980504.0715985,294.1021728515625,8.403512001037598,19.98209571838379,294.89996337890625,2.7899999618530273,26.0,trajectory-guided pseudo ground truth
42,49,1649364366.999927,1773980504.0715985,294.0273742675781,8.077330589294434,20.183792114257812,294.8299865722656,2.950000047683716,23.0,trajectory-guided pseudo ground truth
42,49,1649364366.999927,1773980504.0715985,294.0093994140625,8.076783180236816,20.153018951416016,294.8099365234375,2.9000000953674316,20.0,trajectory-guided pseudo ground truth
42,49,1649364366.999927,1773980504.0715985,294.0633239746094,8.078152656555176,20.097625732421875,294.8599853515625,2.759999990463257,22.0,trajectory-guided pseudo ground truth
