frame,cx,cy,cz,height,background,neighborhood,cluster,source_frame,header_time,bag_time,raw,intensity,height_direct,median_vr,mean_intensity,range,center_observed,center_support
30,297.9593200683594,48.98137664794922,19.226646423339844,2,2,2,2,37,1649364352.999932,1773980460.2325342,2,2,2,-5.974999904632568,26.0,302.56998464258714,True,2
31,299.3592834472656,65.25161743164062,18.91335678100586,7,7,7,7,38,1649364354.999953,1773980463.6997921,7,7,7,-3.0799999237060547,27.571428298950195,306.97144692663375,True,7
32,299.3432312011719,64.85837682088216,18.88068421681722,0,0,0,0,39,1649364355.999964,1773980467.4776359,0,0,0,nan,nan,306.87042761773733,False,0
33,299.3271789550781,64.4651362101237,18.848011652628582,0,0,0,0,40,1649364356.999975,1773980471.198894,0,0,0,nan,nan,306.7698834485758,False,0
34,299.3111267089844,64.07189559936523,18.81533908843994,0,0,0,0,41,1649364357.999986,1773980474.7947726,0,0,0,nan,nan,306.66981488648446,False,0
35,299.2950744628906,63.67865498860677,18.7826665242513,0,0,0,0,42,1649364358.999997,1773980478.4293597,0,0,0,nan,nan,306.57022239719646,False,0
36,299.2790222167969,63.285414377848305,18.749993960062664,0,0,0,0,43,1649364359.999848,1773980482.101413,0,0,0,nan,nan,306.4711064448333,False,0
37,299.2629699707031,62.892173767089844,18.717321395874023,4,4,4,4,44,1649364360.999866,1773980485.7824383,4,4,4,3.4000000953674316,17.25,306.37246749189495,True,4
38,298.6461944580078,55.232378005981445,18.825868606567383,0,0,0,0,45,1649364361.999877,1773980489.5360968,0,0,0,nan,nan,304.2935726781582,False,0
39,298.0294189453125,47.57258224487305,18.934415817260742,12,12,12,12,46,1649364362.999883,1773980493.175867,12,12,12,4.130000114440918,21.16666603088379,302.39576260368915,True,12
40,296.6489562988281,32.817527770996094,19.37922954559326,0,0,0,0,47,1649364363.999897,1773980496.7121956,0,0,0,nan,nan,299.0871912000996,False,0
41,295.26849365234375,18.06247329711914,19.82404327392578,5,5,5,5,48,1649364365.999916,1773980500.3228717,5,5,5,3.799999952316284,22.0,296.4839438773368,True,5
42,294.0912780761719,8.383835792541504,20.115949630737305,9,9,9,9,49,1649364366.999927,1773980504.0715985,9,9,9,2.8299999237060547,22.44444465637207,294.89764321306285,True,9
43,293.3816680908203,2.4902069568634033,20.279799461364746,0,0,0,0,50,1649364367.999937,1773980507.9210289,0,0,0,nan,nan,294.09228920295317,False,0
44,292.67205810546875,-3.4034218788146973,20.443649291992188,2,2,2,2,51,1649364368.999949,1773980511.7859037,2,2,2,0.09000000357627869,32.5,293.40494145898435,True,2
45,292.545166015625,-4.9916558265686035,20.370105743408203,5,5,5,5,52,1649364369.999959,1773980515.5561538,6,5,5,-0.17000000178813934,32.20000076293945,293.295980188952,True,5
46,292.6283874511719,-4.572149753570557,20.297771453857422,7,7,7,7,53,1649364370.99997,1773980519.5424662,7,7,7,-0.17000000178813934,23.0,293.3671372557521,True,7
47,292.631103515625,-4.72310733795166,20.31336784362793,3,3,3,3,54,1649364371.999981,1773980523.5047333,3,3,3,0.019999999552965164,22.0,293.3733174657313,True,3
48,292.612548828125,-4.7522196769714355,20.380687713623047,5,5,5,5,55,1649364372.999992,1773980527.0921857,5,5,5,0.019999999552965164,25.799999237060547,293.3599491328533,True,5
49,292.6127014160156,-4.737644672393799,20.454195022583008,6,6,6,6,56,1649364374.999854,1773980530.758542,6,6,6,0.06499999761581421,20.33333396911621,293.3649815520626,True,6
